nodes,techs,timesteps,source_use
NLD,ccgt,2019-01-18 18:00:00,25211.37729464115
NLD,ccgt,2019-01-18 19:00:00,23811.287124352173
NLD,ccgt,2019-01-18 20:00:00,22138.117490208293
NLD,ccgt,2019-01-18 21:00:00,20479.690506689552
NLD,ccgt,2019-01-18 22:00:00,19289.73564098565
NLD,ccgt,2019-01-18 23:00:00,18398.130659515584
NLD,ccgt,2019-01-19 00:00:00,17541.56920142621
NLD,ccgt,2019-01-19 01:00:00,16837.540033826568
NLD,ccgt,2019-01-19 02:00:00,16503.883163410632
NLD,ccgt,2019-01-19 03:00:00,16311.638237135077
NLD,ccgt,2019-01-19 04:00:00,16559.77335542225
NLD,ccgt,2019-01-19 05:00:00,17367.34680416213
NLD,ccgt,2019-01-19 06:00:00,18864.31232204384
NLD,ccgt,2019-01-19 07:00:00,20617.21930164427
NLD,ccgt,2019-01-19 08:00:00,18027.802114981314
NLD,ccgt,2019-01-19 09:00:00,12506.236526496183
NLD,ccgt,2019-01-19 10:00:00,7120.125775294464
NLD,ccgt,2019-01-19 11:00:00,4390.121691351418
NLD,ccgt,2019-01-19 12:00:00,4985.922782172457
NLD,ccgt,2019-01-19 13:00:00,8535.330096749718
NLD,ccgt,2019-01-19 14:00:00,14560.820240993737
NLD,ccgt,2019-01-19 15:00:00,19792.175306263118
NLD,ccgt,2019-01-19 16:00:00,21715.675290187257
NLD,ccgt,2019-01-19 17:00:00,21127.401397465514
NLD,ccgt,2019-01-19 18:00:00,20522.57033028586
NLD,ccgt,2019-01-19 19:00:00,19826.416847126522
NLD,ccgt,2019-01-19 20:00:00,19069.228663139373
NLD,ccgt,2019-01-19 21:00:00,18550.351756219297
NLD,ccgt,2019-01-19 22:00:00,18069.409607035494
NLD,ccgt,2019-01-19 23:00:00,17843.97836136881
NLD,ccgt,2019-01-20 00:00:00,17531.223252918477
NLD,ccgt,2019-01-20 01:00:00,17315.125691633766
NLD,ccgt,2019-01-20 02:00:00,17257.594809228056
NLD,ccgt,2019-01-20 03:00:00,17399.419736206237
NLD,ccgt,2019-01-20 04:00:00,17757.17382979673
NLD,ccgt,2019-01-20 05:00:00,18395.801700873933
NLD,ccgt,2019-01-20 06:00:00,19464.77950388544
